4.897166222222222587e-02,6.292966616857509052e+02
7.665176159999997907e-02,8.594138879866848129e+02
1.244925342148760772e-01,1.142853777586776005e+03
1.808695899999999968e-01,1.418998624274856638e+03
2.737105562130177638e-01,1.745465129245556682e+03
3.363298089795919155e-01,1.846032936839995273e+03
3.073103296000000428e-01,1.680011156954519720e+03
1.881368493749999982e-01,1.258995946536140082e+03
1.544598361245674845e-01,1.079767702642563563e+03
1.185495288888888804e-01,9.076763145299548796e+02
