5.850000447733332720e+00,6.292966616857509052e+02
5.133485849999998685e+00,8.594138879866848129e+02
4.438679717236364120e+00,1.142853777586776005e+03
3.751628395000000893e+00,1.418998624274856638e+03
3.318821981538461419e+00,1.745465129245556682e+03
2.228262856457142949e+00,1.846032936839995273e+03
1.456114097760000003e+00,1.680011156954519720e+03
8.517956338500003444e-01,1.258995946536140082e+03
5.360473728000000326e-01,1.079767702642563563e+03
3.788485200000000219e-01,9.076763145299548796e+02
